Date,EWJ,EWZ,FXI,EWY,EWT,EWH,EWC,EWG,EWU,EWA,EWW,EWL,EWP,EWQ,EIDO,ERUS,EWS,EWM,EZA,THD,ECH,EWI,TUR,EPOL,EPHE,EWD,EWN,EPU,ENZL,EIS,EWO,EIRL,EWK
28/01/2022,62.75,31.15,36.200001,70.599998,62.75,23.469999,37.32,31.48,33.740002,22.57,47.360001,48.68,26.24,37.450001,23.200001,328.109985,20.74,24.4,48.259998,75.139999,25.68,31.940001,19.700001,20.24,31.690001,41.23,45.080002,32.549999,1.17,72.029999,25.02,54.650002,20.309999
31/01/2022,64.080002,31.620001,37.939999,72.389999,64.889999,23.709999,38.189999,32.009998,33.889999,22.84,48.549999,49.330002,26.379999,37.889999,23.18,328.589996,21.09,24.48,50.73,76.580002,26.309999,32.43,20.42,20.530001,32.27,42.209999,46.400002,32.93,1.17,73.900002,25.41,55.700001,20.57
01/02/2022,64.099998,32.16,38.189999,72.980003,65.139999,23.84,38.68,32.279999,34.279999,23.139999,49.18,50.02,26.780001,38.419998,23.190001,319.429993,21.389999,24.57,50.740002,76.93,26.370001,32.860001,20.4,20.809999,32.290001,42.82,46.82,32.16,1.17,74.339996,25.67,56.119999,20.76
02/02/2022,65.080002,31.940001,37.860001,73.5,65.389999,23.860001,38.84,32.360001,34.59,23.280001,49.380001,50.029999,26.860001,38.580002,23.15,321.320007,21.24,24.459999,50.07,77.160004,25.709999,33.130001,19.879999,21.219999,32.68,43.279999,47.110001,32.009998,1.19,74.360001,25.940001,56.900002,20.889999
03/02/2022,63.720001,31.690001,37.630001,71.980003,64.589996,23.75,38.18,32.07,34.240002,23.02,48.490002,48.98,26.879999,38.119999,23.15,314.559998,21.33,24.5,50.259998,77.080002,24.639999,32.959999,19.33,21.209999,32.23,42.419998,45.830002,31.440001,1.14,72.599998,26.030001,55.77,20.65
04/02/2022,64.220001,31.68,37.98,72.720001,64.480003,24.07,38.389999,31.98,34.150002,23.110001,48.27,48.869999,26.92,38.220001,23.17,322.420013,21.459999,24.43,49.91,77.709999,24.57,32.700001,19.059999,20.82,32.119999,42.299999,46.16,31.540001,1.16,73.18,26.139999,55.830002,20.559999
07/02/2022,64.260002,32.049999,37.75,72.959999,64.760002,24.129999,38.560001,31.98,34.34,23.299999,48.290001,48.869999,26.57,38.27,23.67,327.679993,21.77,24.59,49.790001,78.18,24.959999,32.150002,19.73,20.83,31.940001,42.34,46.130001,31.92,1.15,73.440002,26.110001,56.150002,20.42
08/02/2022,64.629997,32.110001,38.119999,73.18,65.419998,24.34,38.759998,32.099998,34.490002,23.74,49.400002,48.849998,26.950001,38.450001,23.73,326.380005,22.129999,24.65,51.189999,78.779999,25.360001,32.330002,19.93,21.34,32.369999,42.48,46.400002,33.189999,1.18,73.580002,26.42,56.439999,20.700001
09/02/2022,65.519997,32.220001,38.77,74.5,66.25,24.57,39.279999,32.619999,34.759998,24.120001,50.240002,49.720001,27.379999,39.119999,23.93,330.23999,22.51,25.030001,51.610001,80.129997,25.950001,33.189999,20.41,21.620001,32.880001,43.57,47.419998,33.84,1.17,75.290001,27.07,57.400002,20.82
10/02/2022,64.480003,32.43,38.299999,73.639999,65.949997,24.469999,38.919998,32.25,34.619999,23.9,49.740002,48.990002,27.290001,38.529999,23.83,331.359985,22.26,25.16,51.259998,79.489998,26.33,32.93,20.33,21.129999,32.400002,41.950001,46.470001,34.25,1.18,74.529999,26.75,57.060001,20.879999
11/02/2022,63.959999,32.52,37.650002,72.900002,65.260002,24.309999,38.84,31.57,34.459999,23.66,50.32,48.650002,26.459999,37.360001,23.76,333.579987,22.040001,25.129999,51.18,79.040001,26.5,32.130001,20.18,20.309999,31.959999,40.900002,45.009998,33.869999,1.2,73.089996,26.190001,56.18,20.41
14/02/2022,63.959999,32.77,37.290001,72.239998,64.599998,24.16,38.509998,31.23,34.099998,23.709999,49.759998,48.209999,26.15,36.970001,23.75,333.51001,21.780001,25.33,51.700001,79.519997,26.01,31.790001,19.85,20.139999,32.290001,40.450001,44.77,34.110001,1.2,72.400002,25.540001,55.400002,20.190001
15/02/2022,64.669998,33.310001,37.860001,72.800003,65.720001,24.49,38.849998,32.169998,34.48,24.1,50.720001,48.93,26.780001,37.990002,24.290001,332.75,22.040001,25.74,52.009998,80.879997,26.639999,32.700001,20.370001,21.24,32.459999,41.82,46.040001,34.580002,1.19,74.290001,26.139999,56.09,20.68
16/02/2022,64.68,33.639999,38.099998,73.68,66.230003,24.65,38.720001,32.220001,34.66,24.360001,51.330002,49.169998,26.92,38.099998,24.290001,334.579987,22.24,25.780001,53.389999,81.290001,26.809999,32.84,20.370001,21.370001,33.029999,41.779999,46.34,34.950001,1.2,75.089996,26.25,55.880001,20.85
17/02/2022,63.73,32.91,37.790001,73.099998,65.279999,24.48,38.209999,31.610001,34.299999,24.17,50.48,48.349998,26.42,37.57,23.870001,336.450012,21.940001,25.629999,52.790001,81.360001,26.139999,32.16,20.059999,20.58,32.709999,40.169998,45.290001,34.779999,1.19,73.43,25.719999,54.73,20.610001
18/02/2022,63.630001,32.919998,36.709999,72.980003,65.459999,24.370001,37.75,31.200001,34.27,23.98,50.209999,48.299999,26.25,37.509998,24,335.540009,21.780001,25.66,52.27,81.169998,25.84,32.130001,20.120001,20.24,32.66,39.580002,44.990002,34.52,1.17,72.709999,25.35,54.389999,20.440001
22/02/2022,63.119999,33.450001,35.73,72.769997,64.699997,23.73,37.540001,30.42,34.09,24.120001,50.459999,47.889999,25.889999,36.66,23.98,333.929993,21.57,25.41,51.470001,79.720001,25.6,31.51,19.719999,19.530001,33.040001,39,43.740002,33.959999,1.18,72.470001,24.389999,53.310001,19.98
23/02/2022,62.470001,33.509998,35.310001,71.830002,64.349998,23.370001,37.279999,29.99,34.099998,23.969999,49.259998,47.82,25.57,36.369999,24.110001,332.470001,21.370001,25.42,51.720001,80.25,25.370001,31.209999,19.440001,18.98,32.650002,38.32,43.209999,34.110001,1.17,71.790001,23.870001,52.27,20.02
24/02/2022,62.110001,32.68,35.049999,70.629997,63.259998,23.26,37.099998,29.309999,32.939999,23.790001,48.41,47.25,25.280001,35.549999,24,331.019989,20.860001,25.16,51.349998,78.949997,24.93,30.4,18.01,17.5,32.16,37.900002,42.869999,33.41,1.17,72.209999,22.74,50.900002,19.83
25/02/2022,63.549999,33.060001,35.220001,72.660004,64.07,23.16,38.150002,30.08,34.220001,24.219999,50.07,48.290001,26.139999,36.66,24.540001,322.440002,21.33,25.639999,52.189999,80.300003,25.91,31.370001,19.040001,18.450001,32.490002,38.880001,43.709999,34.310001,1.18,73.449997,23.51,52.169998,20.709999
28/02/2022,62.939999,32.889999,34.900002,72.410004,63.919998,22.68,38.220001,29.08,33.490002,24.049999,50.34,47.939999,25.58,35.330002,24.33,321.480011,20.99,25.93,52.66,79.949997,26.02,30.25,18.719999,17.91,32.950001,37.82,42.830002,34.84,1.19,74.190002,22.17,51.599998,19.950001
01/03/2022,62.080002,32.900002,34.830002,71.489998,63.619999,22.530001,37.700001,28.030001,33.009998,23.84,49.73,47.419998,24.559999,34.029999,24.379999,324.130005,20.34,25.469999,52.73,79.519997,25.16,29.030001,19.120001,17.18,32.560001,36.360001,41.27,34.84,1.2,72.389999,20.75,49.23,19.41
02/03/2022,62.290001,33.98,34.57,71.529999,64.419998,22.360001,38.580002,28.24,33.73,24.610001,49.959999,47.73,25.09,34.639999,24.059999,312.829987,20.26,25.67,53.73,80.599998,25.629999,29.42,19.01,18.07,32.279999,36.880001,41.939999,35.59,1.19,73.559998,20.74,49.639999,19.58
03/03/2022,61.98,34.57,33.689999,72.019997,63.639999,22.389999,38.439999,27.360001,32.790001,24.379999,49.93,47.060001,24.120001,33.700001,23.940001,314.140015,19.67,25.780001,53.950001,80.160004,26.469999,28.459999,18.959999,17.17,32.400002,35.610001,40.82,36.080002,1.19,71.860001,20.700001,47.82,19.1
04/03/2022,61.18,34.290001,32.970001,69.989998,62.470001,22.09,38.540001,25.889999,31.41,24.77,49.07,45.93,23.23,31.93,24.07,323.589996,19.23,25.700001,52.09,79.400002,26.959999,26.58,18.73,16.15,32.040001,34.380001,38.650002,36.209999,1.19,70.720001,19.780001,45.119999,18.42
07/03/2022,59.029999,33.029999,31.719999,67.110001,59.360001,21.389999,38.060001,24.85,30.780001,24.290001,46.990002,44.220001,22.459999,30.809999,23.77,318.399994,18.879999,24.959999,50.439999,75.690002,26.07,25.76,18.450001,15.37,31.309999,33.110001,37.169998,35.970001,1.2,69.25,18.629999,43.259998,17.68
08/03/2022,58.18,33.240002,31.27,67.580002,59.720001,21.459999,37.689999,25.67,31.17,23.91,47.880001,44.43,23.620001,31.629999,23.950001,309.160004,18.75,24.76,50.700001,75.389999,26.219999,26.74,18.51,16.219999,30.85,34.200001,37.509998,36.220001,1.18,68.699997,19.51,43.549999,18.07
09/03/2022,59.75,34.139999,31.790001,70.25,61.240002,21.389999,38.450001,27.690001,32.139999,24.42,49.68,46.419998,24.690001,33.779999,24.719999,304.100006,19.33,25.200001,52.240002,76.849998,26.860001,28.35,18.870001,17.34,31.23,36.110001,40.330002,36.630001,1.18,70.790001,20.85,46.220001,19.030001
10/03/2022,59.5,34.240002,30.35,68.129997,61.380001,21.450001,38.720001,26.809999,31.709999,24.639999,49.220001,45.740002,24.35,32.849998,24.440001,308.679993,19.4,25.200001,52.91,76.209999,26.76,27.23,18.309999,16.99,30.4,36.110001,39.18,37.060001,1.18,70.489998,20.34,45.599998,18.77
11/03/2022,58.540001,33.369999,29.07,67.110001,60.400002,21.57,38.52,26.709999,31.5,24.379999,49.150002,45.16,24.07,32.509998,24.360001,299.940002,19.129999,25.049999,52.389999,76.129997,26.290001,26.85,18.360001,17.120001,30.110001,35.990002,38.52,36.82,1.18,69.209999,20.4,45.970001,18.74
14/03/2022,58.619999,32.529999,27.120001,66.82,60.099998,21.34,37.919998,27.450001,31.690001,24.08,48.77,45.84,24.469999,33.310001,24.66,311.769989,18.9,25.059999,50.869999,76.089996,25.959999,27.450001,18.83,17.030001,29.17,37.23,38.919998,35.880001,1.17,67.790001,20.860001,46.599998,19.139999
15/03/2022,59.580002,31.84,27.07,67.559998,60.02,20.959999,38.099998,27.73,31.93,24.309999,49.43,46.349998,24.75,33.560001,24.700001,310.880005,19.309999,25.120001,51.369999,76.309998,26.440001,27.93,19.129999,17.65,29.85,37.459999,39.450001,35.560001,1.17,69.290001,20.790001,46.810001,19.25
16/03/2022,60.91,32.939999,32.82,70.519997,61.41,22.35,38.849998,28.93,32.790001,25.120001,50.349998,47.310001,25.34,35.040001,25.280001,318.040009,20.23,25.629999,55.32,78.209999,27.49,28.77,19.15,18.42,30.59,39.939999,42.189999,36.490002,1.17,71.120003,21.66,48.959999,20.02
17/03/2022,61.48,33.82,31.610001,71.129997,62.700001,22.57,39.630001,28.93,33.080002,25.370001,51.459999,48.200001,25.51,35.23,24.58,315.459991,20.4,25.74,54.68,78.589996,27.92,28.709999,19.690001,18.969999,30.629999,39.650002,42.130001,36.900002,1.17,71.93,21.77,49.630001,20.120001
18/03/2022,62.27,34.650002,33.169998,71.5,62.52,23.200001,39.779999,28.91,33.34,25.690001,52.59,48.970001,25.48,35.200001,24.440001,318.829987,20.700001,25.65,54.619999,78.309998,28.15,28.76,19.5,18.620001,30.1,40.049999,42.970001,36.77,1.17,72.800003,22.02,50.25,20.290001
21/03/2022,62.25,35.549999,31.780001,70.019997,62.080002,22.889999,40.209999,28.440001,33.349998,25.690001,52.200001,48.580002,25.23,34.700001,24.450001,320.579987,20.540001,25.530001,54.52,77.019997,28.91,28.65,19.790001,18.440001,29.83,39.470001,42.349998,37,1.18,73.150002,21.799999,49.290001,20.129999
22/03/2022,62.439999,35.950001,33.18,71.220001,62.290001,22.860001,40.380001,28.860001,33.77,25.98,53.09,48.98,25.58,35.32,24.559999,321.899994,20.799999,25.459999,55.060001,77.290001,28.700001,29.030001,20.219999,18.83,30.139999,39.900002,43.150002,37.43,1.17,74.160004,22.219999,49.509998,20.34
23/03/2022,62.07,36.48,32.970001,70.529999,61.700001,22.76,40.060001,28.15,33.459999,26,52.759998,48.380001,24.91,34.599998,24.48,312.040009,20.719999,25.559999,54.990002,76.580002,28.26,28.5,20.049999,18.4,29.780001,39.130001,42.02,37.41,1.2,73.769997,21.5,48.07,20.040001
24/03/2022,62.75,37.130001,32.610001,70.959999,62.259998,22.92,40.189999,28.309999,33.689999,26.360001,53.610001,48.77,25.01,34.869999,24.92,313.140015,20.940001,25.690001,55.889999,77.370003,29.25,28.83,20.049999,18.67,30.49,39.119999,42.599998,37.23,1.2,74.449997,21.27,48.07,19.99
25/03/2022,62.740002,37.689999,32.119999,70.169998,61.810001,22.700001,40.59,28.309999,33.860001,26.5,53.580002,48.810001,25.08,34.889999,24.790001,318.609985,20.860001,25.959999,55.279999,76.940002,29.780001,29.030001,19.950001,18.610001,30.66,38.849998,42.59,37.700001,1.19,74.529999,21.360001,48.259998,20.110001
28/03/2022,61.799999,37.400002,32.619999,70.879997,61.380001,22.68,40.369999,28.629999,33.540001,26.370001,53.650002,48.799999,25.26,35.139999,24.92,317.220001,20.870001,25.76,55.049999,76.849998,29.23,29.24,19.99,18.83,30.809999,38.91,42.669998,37.290001,1.19,73.989998,21.32,48.279999,20.18
29/03/2022,63.02,37.860001,33.32,72.5,62.099998,22.93,40.59,29.559999,33.810001,26.68,54.540001,49.759998,26.129999,36.41,24.870001,311.869995,21.41,25.700001,55.77,77.889999,29.190001,30.059999,20.76,19.68,30.879999,40.360001,44.18,37.32,1.2,75.330002,22.280001,50.290001,20.67
30/03/2022,62.360001,37.740002,33.139999,71.550003,62.119999,23.01,40.66,29.18,33.950001,26.700001,54.549999,49.66,26.01,36.209999,24.809999,311.329987,21.200001,25.65,56.25,78.379997,28.75,30.16,20.93,19.73,30.940001,40.07,43.450001,37.139999,1.19,75.269997,22.030001,48.549999,20.620001
31/03/2022,61.610001,37.810001,31.969999,71.230003,61.450001,22.57,40.209999,28.389999,33.639999,26.43,54.970001,49.099998,25.459999,35.330002,24.75,316,20.84,25.610001,55.529999,77.989998,29.07,29.530001,20.700001,19.01,31.1,38.849998,42.330002,37.200001,1.18,74.209999,21.6,47.75,20.219999
01/04/2022,61.93,39.139999,33.200001,71.019997,61.490002,22.92,40.220001,28.610001,33.93,26.690001,55.360001,49.509998,25.809999,35.639999,24.799999,315.910004,20.98,25.940001,56.48,78.089996,29.549999,29.969999,20.950001,19.389999,31.16,39.740002,42.740002,37.599998,1.2,74.410004,21.950001,48.259998,20.48
04/04/2022,62.43,39.52,34.330002,72.029999,62.43,23.09,40.619999,28.6,33.900002,26.879999,55.07,49.790001,25.719999,35.669998,25.040001,314.320007,21.4,25.91,56.16,78.389999,29.799999,29.809999,21.67,19.27,31.52,39.889999,43.150002,37.709999,1.2,75.769997,21.700001,48.73,20.450001
05/04/2022,60.799999,38.32,33.389999,70.860001,61.650002,22.85,40.330002,28.07,33.950001,26.74,54.139999,49.709999,25.73,34.779999,24.84,319.130005,21.120001,25.790001,54.650002,77.440002,29.129999,29.32,21.49,18.700001,31.18,39.619999,42.23,36.799999,1.18,75.160004,21.110001,47.73,20.280001
06/04/2022,59.889999,37.669998,32.740002,69.989998,60.84,22.559999,39.900002,27.59,33.990002,26.559999,53.610001,49.169998,25.530001,34.09,24.459999,324.570007,20.879999,25.860001,54.66,76.919998,28.76,28.860001,21.41,18.450001,31.08,38.779999,41.240002,36.830002,1.18,73.739998,20.65,46.759998,19.950001
07/04/2022,59.68,37.77,32.25,69.550003,60,22.4,39.790001,27.6,34.139999,26.530001,53.43,49.669998,25.6,34.23,24.6,331.049988,20.690001,25.860001,54.389999,76.870003,28.700001,28.889999,21.6,18.469999,30.450001,39.27,41.369999,36.970001,1.19,74.190002,20.65,47.25,20.07
08/04/2022,59.43,37.860001,32.279999,68.900002,59.830002,22.620001,39.889999,27.690001,34.200001,26.540001,53.16,49.84,25.75,34.16,24.790001,330.820007,20.559999,25.76,54.900002,76.769997,28.4,29.15,22.040001,18.32,30.530001,39.25,40.98,36.389999,1.2,73.75,20.84,47.290001,20.110001
11/04/2022,58.5,37.599998,31.51,68.379997,58.669998,22.09,39.57,27.34,33.84,26.26,53.240002,49.919998,25.6,34.189999,24.440001,331.619995,20.32,25.799999,54.860001,76.360001,27.65,29.040001,22.709999,18.5,30.209999,38.189999,40.400002,35.950001,1.19,73.120003,20.65,47.240002,19.940001
12/04/2022,57.73,37.549999,31.389999,68.519997,58.59,22.030001,39.400002,27.059999,33.669998,26.360001,53.119999,49.310001,25.42,33.970001,24.549999,335.079987,20.120001,25.629999,54.380001,76.519997,28,28.76,22.950001,18.27,29.83,38.27,40.060001,35.540001,1.18,73.239998,20.549999,46.66,19.82
13/04/2022,58.560001,37.599998,32,70.25,59.950001,22.07,39.810001,27.33,34.080002,26.5,53.5,49.490002,25.77,34.400002,24.879999,337.109985,20.370001,25.74,53.790001,76.879997,28.370001,29.200001,23.139999,18.629999,30.17,38.700001,40.830002,35.110001,1.2,73.690002,21.059999,47.459999,20.139999
14/04/2022,58.400002,37.240002,31.639999,68.730003,58.73,22.09,39.68,27.17,34.099998,26.389999,52.66,49.25,25.809999,34.290001,24.4,336.670013,20.209999,25.549999,52.689999,76.309998,27.84,29.07,23.110001,18.41,29.83,38.209999,40.25,34.939999,1.2,73.029999,20.92,47.490002,20.059999
18/04/2022,57.700001,37.490002,31.35,68.68,57.810001,21.99,39.709999,27.110001,33.939999,26.309999,53.419998,49.09,25.75,34.310001,24.74,340.600006,19.93,25.440001,52.82,76.230003,27.74,29.049999,23.34,18.309999,30.129999,37.900002,40.360001,34.810001,1.19,72.769997,20.870001,47.290001,19.93
19/04/2022,57.709999,37.18,31.040001,69.169998,58.049999,22.01,40.02,27.389999,34.02,26.639999,53.18,48.599998,25.950001,34.389999,24.5,336.51001,20.040001,25.360001,51.91,76.150002,27.85,29.24,23.549999,18.26,30.01,38.610001,40.619999,34.790001,1.18,74.400002,21.1,47.779999,20.09
20/04/2022,58.25,37.299999,30.129999,69.57,58.41,21.940001,40.34,27.709999,34.169998,26.799999,52.77,48.619999,26.1,34.779999,24.879999,341.609985,20.02,25.35,51.34,76.040001,28.33,29.41,23.75,18.110001,30.540001,39.09,41.259998,34.869999,1.17,74.029999,21.32,48.549999,20.34
21/04/2022,57.77,36.32,29.24,68.32,57.689999,21.67,39.450001,27.639999,33.73,26.280001,51.740002,47.970001,25.84,34.650002,25.030001,342.01001,19.690001,25.219999,49.73,75.760002,27.15,28.889999,23.59,17.73,30.1,38.470001,40.889999,34.009998,1.17,72.32,21.23,48.380001,20.17
22/04/2022,56.91,34.75,29.51,67.510002,56.939999,21.67,38.18,27.09,32.98,25.290001,51.48,47.68,25.459999,34.169998,24.639999,338.880005,19.559999,24.950001,48.740002,75.68,26.83,28.34,22.77,17.34,29.809999,37.959999,40.27,33.48,1.17,71.139999,21.059999,47.880001,19.85
25/04/2022,57.259998,34.09,29.18,67.029999,56.869999,21.389999,37.84,26.91,32.580002,24.860001,51.279999,47.700001,25.559999,33.959999,25.07,336.410004,19.620001,24.85,47.919998,75.290001,25.83,28.209999,23.15,17.07,29.99,37.080002,39.84,31.709999,1.18,71.75,20.809999,47.75,19.77
26/04/2022,56.049999,32.580002,28.559999,65.129997,55.380001,21.120001,37.009998,25.84,31.75,24.4,50.41,46.18,24.5,32.959999,25.110001,339.290009,19.09,24.6,47.110001,73.68,25.43,27.190001,22.200001,16.17,29.58,35.330002,38.240002,31.18,1.17,69.989998,20.23,46.119999,19.24
27/04/2022,56.27,33.009998,29.469999,65.199997,55.380001,21.360001,37.09,25.82,32.02,24.620001,50.150002,46.619999,24.450001,32.990002,25.23,335.200012,19.190001,24.549999,47.439999,74.050003,25.66,27.32,22.76,16.01,29.41,36.040001,38.200001,31.68,1.19,69.489998,20.379999,46.029999,19.18
28/04/2022,57.299999,33.439999,29.700001,66.349998,56.59,21.530001,37.880001,26.32,32.459999,24.98,50.509998,47,24.809999,33.450001,25.280001,339.420013,19.42,24.68,47.799999,74.389999,25.469999,27.690001,22.5,16.27,29.48,36.240002,39,31.83,1.15,70.779999,20.709999,46.830002,19.26
29/04/2022,56.619999,32.77,30.940001,66.639999,55.91,21.370001,37.049999,26.01,32.299999,24.58,49.43,46.400002,24.57,32.950001,25.219999,341.630005,19.530001,24.809999,47.939999,74.470001,25.389999,27.43,22.290001,15.78,28.83,35.91,38.43,31.950001,1.18,69.139999,20.4,46.360001,19.01
02/05/2022,56.599998,31.629999,31.07,66.860001,55.650002,21.32,36.959999,25.959999,32.130001,24.51,49.700001,46.110001,24.469999,32.830002,25.139999,340.149994,19.530001,24.67,46.830002,73.809998,25.09,27.43,22.120001,15.74,28.889999,35.459999,38.330002,31.540001,1.17,67.339996,20.42,46.169998,19.030001
03/05/2022,57.049999,32.169998,31.52,67.07,56.18,21.67,37.459999,26.1,32.59,24.790001,49.400002,45.990002,24.879999,33.119999,25.26,339,19.6,24.700001,47.82,74.150002,25.58,27.75,22.08,15.75,28.77,35.709999,38.700001,31.93,1.15,67.25,20.76,46.68,19.110001
04/05/2022,58.060001,33.09,31.66,68.260002,57.32,21.790001,38.290001,26.719999,33.040001,25.370001,50.490002,46.52,25.309999,33.790001,25.57,340.220001,19.969999,25.09,48.91,75.580002,26.700001,28.23,22.35,16.17,29.110001,36.459999,39.5,32.220001,1.13,67.739998,21.049999,47.619999,19.59
05/05/2022,56.470001,31.66,30,65.879997,55.23,21.23,37.07,25.799999,32.040001,24.450001,49.099998,45.27,24.440001,32.75,25.200001,337.98999,19.32,24.360001,45.970001,73.5,26.059999,27.26,22.469999,15.13,28.9,34.669998,37.830002,30.42,1.13,65.220001,19.84,45.970001,19.120001
06/05/2022,56.689999,31.34,29.07,66.129997,55.16,20.91,36.82,25.42,31.59,24.09,48.43,44.580002,24.309999,32.290001,25.040001,336.190002,19.1,24.16,44.830002,73.309998,25.92,27,22.26,15.11,28.92,33.959999,37.130001,29.85,1.13,64.970001,19.74,45.049999,18.790001
09/05/2022,55.09,30.25,28.01,64.010002,53.369999,20.51,35.389999,24.91,30.709999,23.290001,47.540001,43.119999,23.709999,31.469999,23.709999,330.140015,18.51,23.75,43.369999,71.440002,24.9,26.200001,22.07,14.93,28.43,32.77,35.75,28.629999,1.13,61.599998,19.049999,43.830002,18.129999
10/05/2022,55.169998,30.299999,28.33,64.300003,54,20.67,35.16,25.26,30.950001,23.309999,47.630001,43.619999,23.85,31.76,23.76,329.029999,18.32,23.879999,43.880001,72.239998,24.92,26.57,22.139999,14.87,28.6,33.310001,36.139999,28.290001,1.13,61.919998,19.26,44.049999,18.379999
11/05/2022,54.57,30.67,28.34,63.599998,53.130001,20.57,35.189999,25.24,30.709999,23.24,47.950001,43.16,23.879999,31.68,23.76,331.51001,18.110001,23.74,44,71.309998,25.07,26.6,21.65,14.59,28.33,33.43,35.75,28.34,1.12,61.380001,19.110001,43.450001,18.23
12/05/2022,55.18,31.09,28.34,62.68,52.73,20.68,34.880001,25.1,30.559999,22.799999,48.150002,42.990002,23.540001,31.450001,22.950001,334.200012,17.98,23.700001,44.150002,70.919998,25.18,26.4,21.139999,14.27,28.139999,33.459999,35.849998,27.68,1.13,61.700001,18.809999,43.580002,18.08
